Широта;Долгота;Склонение
S67;E007;-23,2
S66;E007;-23,1
S65;E007;-23
S64;E007;-23
S63;E007;-23
S62;E007;-23
S61;E007;-23
S60;E007;-23
S59;E007;-23
S58;E007;-23,1
S57;E007;-23,1
S56;E007;-23,2
S55;E007;-23,3
S54;E007;-23,4
S53;E007;-23,5
S52;E007;-23,6
S51;E007;-23,7
S50;E007;-23,8
S49;E007;-23,9
S48;E007;-24
S47;E007;-24,2
S46;E007;-24,3
S45;E007;-24,4
S44;E007;-24,5
S43;E007;-24,6
S42;E007;-24,7
S41;E007;-24,8
S40;E007;-24,9
S39;E007;-24,9
S38;E007;-24,9
S37;E007;-24,9
S36;E007;-24,8
S35;E007;-24,7
S34;E007;-24,6
S33;E007;-24,4
S32;E007;-24,1
S31;E007;-23,8
S30;E007;-23,5
S29;E007;-23,1
S28;E007;-22,6
S27;E007;-22,1
S26;E007;-21,6
S25;E007;-21,1
S24;E007;-20,5
S23;E007;-19,9
S22;E007;-19,2
S21;E007;-18,6
S20;E007;-17,9
S19;E007;-17,2
S18;E007;-16,5
S17;E007;-15,8
S16;E007;-15,2
S15;E007;-14,5
S14;E007;-13,8
S13;E007;-13,2
S12;E007;-12,5
S11;E007;-11,9
S10;E007;-11,3
S09;E007;-10,7
S08;E007;-10,2
S07;E007;-9,7
S06;E007;-9,1
S05;E007;-8,6
S04;E007;-8,2
S03;E007;-7,7
S02;E007;-7,3
S01;E007;-6,9
N00;E007;-6,5
N01;E007;-6,1
N02;E007;-5,8
N03;E007;-5,4
N04;E007;-5,1
N05;E007;-4,8
N06;E007;-4,5
N07;E007;-4,3
N08;E007;-4
N09;E007;-3,8
N10;E007;-3,6
N11;E007;-3,4
N12;E007;-3,2
N13;E007;-3
N14;E007;-2,8
N15;E007;-2,7
N16;E007;-2,5
N17;E007;-2,4
N18;E007;-2,3
N19;E007;-2,1
N20;E007;-2
N21;E007;-1,9
N22;E007;-1,8
N23;E007;-1,7
N24;E007;-1,7
N25;E007;-1,6
N26;E007;-1,5
N27;E007;-1,4
N28;E007;-1,4
N29;E007;-1,3
N30;E007;-1,3
N31;E007;-1,3
N32;E007;-1,2
N33;E007;-1,2
N34;E007;-1,2
N35;E007;-1,2
N36;E007;-1,1
N37;E007;-1,1
N38;E007;-1,1
N39;E007;-1,1
N40;E007;-1,2
N41;E007;-1,2
N42;E007;-1,2
N43;E007;-1,3
N44;E007;-1,3
N45;E007;-1,4
N46;E007;-1,4
N47;E007;-1,5
N48;E007;-1,6
N49;E007;-1,7
N50;E007;-1,8
N51;E007;-1,9
N52;E007;-2
N53;E007;-2,1
N54;E007;-2,2
N55;E007;-2,3
N56;E007;-2,5
N57;E007;-2,6
N58;E007;-2,8
N59;E007;-2,9
N60;E007;-3,1
N61;E007;-3,2
N62;E007;-3,4
N63;E007;-3,5
N64;E007;-3,7
N65;E007;-3,8
N66;E007;-4
N67;E007;-4,1
N68;E007;-4,3
N69;E007;-4,4
N70;E007;-4,5
N71;E007;-4,7
N72;E007;-4,8
N73;E007;-5
N74;E007;-5,1
N75;E007;-5,3
N76;E007;-5,5
N77;E007;-5,7
N78;E007;-6
N79;E007;-6,3
N80;E007;-6,6
N81;E007;-7
N82;E007;-7,6
N83;E007;-8,2
N84;E007;-9
N85;E007;-10,1
N86;E007;-11,5
N87;E007;-13,4
N88;E007;-16
N89;E007;-19,8
N90;E007;-25,5
S90;E008;-35,5
S89;E008;-34,2
S88;E008;-33,1
S87;E008;-32,1
S86;E008;-31,2
S85;E008;-30,4
S84;E008;-29,6
S83;E008;-28,9
S82;E008;-28,3
S81;E008;-27,7
S80;E008;-27,2
S79;E008;-26,7
S78;E008;-26,3
S77;E008;-25,9
S76;E008;-25,6
S75;E008;-25,2
S74;E008;-25
S73;E008;-24,7
S72;E008;-24,5
S71;E008;-24,3
S70;E008;-24,2
S69;E008;-24
S68;E008;-23,9
S67;E008;-23,8
S66;E008;-23,7
S65;E008;-23,6
S64;E008;-23,6
S63;E008;-23,6
S62;E008;-23,5
S61;E008;-23,5
S60;E008;-23,5
S59;E008;-23,5
S58;E008;-23,6
S57;E008;-23,6
S56;E008;-23,7
S55;E008;-23,7
S54;E008;-23,8
S53;E008;-23,9
S52;E008;-23,9
S51;E008;-24
S50;E008;-24,1
S49;E008;-24,2
S48;E008;-24,3
S47;E008;-24,4
S46;E008;-24,5
S45;E008;-24,6
S44;E008;-24,7
S43;E008;-24,8
S42;E008;-24,8
S41;E008;-24,9
S40;E008;-24,9
S39;E008;-24,9
S38;E008;-24,9
S37;E008;-24,8
S36;E008;-24,7
S35;E008;-24,6
S34;E008;-24,4
S33;E008;-24,1
S32;E008;-23,9
S31;E008;-23,5
S30;E008;-23,2
S29;E008;-22,8
S28;E008;-22,3
S27;E008;-21,8
S26;E008;-21,2
S25;E008;-20,7
S24;E008;-20,1
S23;E008;-19,4
S22;E008;-18,8
S21;E008;-18,1
S20;E008;-17,4
S19;E008;-16,8
S18;E008;-16,1
S17;E008;-15,4
S16;E008;-14,7
S15;E008;-14
S14;E008;-13,4
S13;E008;-12,7
S12;E008;-12,1
S11;E008;-11,5
S10;E008;-10,9
S09;E008;-10,4
S08;E008;-9,8
S07;E008;-9,3
S06;E008;-8,8
S05;E008;-8,3
S04;E008;-7,8
S03;E008;-7,4
S02;E008;-7
S01;E008;-6,6
N00;E008;-6,2
N01;E008;-5,8
N02;E008;-5,5
N03;E008;-5,2
N04;E008;-4,9
N05;E008;-4,6
N06;E008;-4,3
N07;E008;-4
N08;E008;-3,8
N09;E008;-3,6
N10;E008;-3,4
N11;E008;-3,1
N12;E008;-3
N13;E008;-2,8
N14;E008;-2,6
N15;E008;-2,5
N16;E008;-2,3
N17;E008;-2,2
N18;E008;-2
N19;E008;-1,9
N20;E008;-1,8
N21;E008;-1,7
N22;E008;-1,6
N23;E008;-1,5
N24;E008;-1,4
N25;E008;-1,4
N26;E008;-1,3
N27;E008;-1,2
N28;E008;-1,2
N29;E008;-1,1
N30;E008;-1,1
N31;E008;-1
N32;E008;-1
N33;E008;-1
N34;E008;-0,9
N35;E008;-0,9
N36;E008;-0,9
N37;E008;-0,9
N38;E008;-0,9
N39;E008;-0,9
N40;E008;-0,9
N41;E008;-0,9
N42;E008;-0,9
N43;E008;-1
N44;E008;-1
N45;E008;-1
N46;E008;-1,1
N47;E008;-1,2
N48;E008;-1,2
N49;E008;-1,3
N50;E008;-1,4
N51;E008;-1,5
N52;E008;-1,6
N53;E008;-1,7
N54;E008;-1,8
N55;E008;-1,9
N56;E008;-2
N57;E008;-2,2
N58;E008;-2,3
N59;E008;-2,4
N60;E008;-2,6
N61;E008;-2,7
N62;E008;-2,8
N63;E008;-3
N64;E008;-3,1
N65;E008;-3,2
N66;E008;-3,3
N67;E008;-3,5
N68;E008;-3,6
N69;E008;-3,7
N70;E008;-3,8
N71;E008;-4
N72;E008;-4,1
N73;E008;-4,2
N74;E008;-4,4
N75;E008;-4,5
N76;E008;-4,7
N77;E008;-4,9
N78;E008;-5,1
N79;E008;-5,4
N80;E008;-5,8
N81;E008;-6,2
N82;E008;-6,7
N83;E008;-7,3
N84;E008;-8,2
N85;E008;-9,2
N86;E008;-10,6
N87;E008;-12,5
N88;E008;-15,1
N89;E008;-18,8
N90;E008;-24,5
S90;E009;-36,5
S89;E009;-35,2
S88;E009;-34,1
S87;E009;-33
S86;E009;-32,1
S85;E009;-31,2
S84;E009;-30,5
S83;E009;-29,8
S82;E009;-29,1
S81;E009;-28,5
S80;E009;-28
S79;E009;-27,5
S78;E009;-27,1
S77;E009;-26,7
S76;E009;-26,3
S75;E009;-26
S74;E009;-25,7
S73;E009;-25,4
S72;E009;-25,2
S71;E009;-25
S70;E009;-24,8
S69;E009;-24,7
S68;E009;-24,5
S67;E009;-24,4
S66;E009;-24,3
S65;E009;-24,2
S64;E009;-24,2
S63;E009;-24,1
S62;E009;-24,1
S61;E009;-24,1
S60;E009;-24,1
S59;E009;-24,1
S58;E009;-24,1
S57;E009;-24,1
S56;E009;-24,1
S55;E009;-24,2
S54;E009;-24,2
S53;E009;-24,2
S52;E009;-24,3
S51;E009;-24,4
S50;E009;-24,4
S49;E009;-24,5
S48;E009;-24,6
S47;E009;-24,6
S46;E009;-24,7
S45;E009;-24,8
S44;E009;-24,8
S43;E009;-24,9
S42;E009;-24,9
S41;E009;-24,9
S40;E009;-24,9
S39;E009;-24,9
S38;E009;-24,8
S37;E009;-24,7
S36;E009;-24,6
S35;E009;-24,4
S34;E009;-24,2
S33;E009;-23,9
S32;E009;-23,6
S31;E009;-23,3
S30;E009;-22,9
S29;E009;-22,4
S28;E009;-22
S27;E009;-21,4
S26;E009;-20,9
S25;E009;-20,3
S24;E009;-19,6
S23;E009;-19
S22;E009;-18,3
S21;E009;-17,7
S20;E009;-17
S19;E009;-16,3
S18;E009;-15,6
S17;E009;-14,9
S16;E009;-14,3
S15;E009;-13,6
S14;E009;-12,9
S13;E009;-12,3
S12;E009;-11,7
S11;E009;-11,1
S10;E009;-10,5
S09;E009;-10
S08;E009;-9,4
S07;E009;-8,9
S06;E009;-8,4
S05;E009;-7,9
S04;E009;-7,5
S03;E009;-7,1
S02;E009;-6,6
S01;E009;-6,3
N00;E009;-5,9
N01;E009;-5,5
N02;E009;-5,2
N03;E009;-4,9
N04;E009;-4,6
N05;E009;-4,3
N06;E009;-4
N07;E009;-3,8
N08;E009;-3,6
N09;E009;-3,3
N10;E009;-3,1
N11;E009;-2,9
N12;E009;-2,7
N13;E009;-2,6
N14;E009;-2,4
N15;E009;-2,3
N16;E009;-2,1
N17;E009;-2
N18;E009;-1,8
N19;E009;-1,7
N20;E009;-1,6
N21;E009;-1,5
N22;E009;-1,4
N23;E009;-1,3
N24;E009;-1,2
N25;E009;-1,2
N26;E009;-1,1
N27;E009;-1
N28;E009;-1
N29;E009;-0,9
N30;E009;-0,8
N31;E009;-0,8
N32;E009;-0,8
N33;E009;-0,7
N34;E009;-0,7
N35;E009;-0,7
N36;E009;-0,6
N37;E009;-0,6
N38;E009;-0,6
N39;E009;-0,6
N40;E009;-0,6
N41;E009;-0,6
N42;E009;-0,6
N43;E009;-0,7
N44;E009;-0,7
N45;E009;-0,7
N46;E009;-0,8
N47;E009;-0,8
N48;E009;-0,9
N49;E009;-1
N50;E009;-1
N51;E009;-1,1
N52;E009;-1,2
N53;E009;-1,3
N54;E009;-1,4
N55;E009;-1,5
N56;E009;-1,6
N57;E009;-1,7
N58;E009;-1,8
N59;E009;-1,9
N60;E009;-2,1
N61;E009;-2,2
N62;E009;-2,3
N63;E009;-2,4
N64;E009;-2,5
N65;E009;-2,6
N66;E009;-2,7
N67;E009;-2,8
N68;E009;-2,9
N69;E009;-3,1
N70;E009;-3,2
N71;E009;-3,3
N72;E009;-3,4
N73;E009;-3,5
N74;E009;-3,6
N75;E009;-3,8
N76;E009;-3,9
N77;E009;-4,1
N78;E009;-4,3
N79;E009;-4,6
N80;E009;-4,9
N81;E009;-5,3
N82;E009;-5,8
N83;E009;-6,5
N84;E009;-7,3
N85;E009;-8,3
N86;E009;-9,7
N87;E009;-11,5
N88;E009;-14,1
N89;E009;-17,8
N90;E009;-23,5
S90;E010;-37,5
S89;E010;-36,2
S88;E010;-35
S87;E010;-34
S86;E010;-33
S85;E010;-32,1
S84;E010;-31,3
S83;E010;-30,6
S82;E010;-29,9
S81;E010;-29,3
S80;E010;-28,8
S79;E010;-28,3
S78;E010;-27,8
S77;E010;-27,4
S76;E010;-27,1
S75;E010;-26,7
S74;E010;-26,4
S73;E010;-26,1
S72;E010;-25,9
S71;E010;-25,7
S70;E010;-25,5
S69;E010;-25,3
S68;E010;-25,2
S67;E010;-25,1
S66;E010;-24,9
S65;E010;-24,9
S64;E010;-24,8
S63;E010;-24,7
S62;E010;-24,7
S61;E010;-24,6
S60;E010;-24,6
S59;E010;-24,6
S58;E010;-24,6
S57;E010;-24,6
S56;E010;-24,6
S55;E010;-24,6
S54;E010;-24,6
S53;E010;-24,7
S52;E010;-24,7
S51;E010;-24,7
S50;E010;-24,8
S49;E010;-24,8
S48;E010;-24,9
S47;E010;-24,9
S46;E010;-24,9
S45;E010;-25
S44;E010;-25
S43;E010;-25
S42;E010;-25
S41;E010;-25
S40;E010;-24,9
S39;E010;-24,9
S38;E010;-24,8
S37;E010;-24,7
S36;E010;-24,5
S35;E010;-24,3
S34;E010;-24
S33;E010;-23,7
S32;E010;-23,4
S31;E010;-23
S30;E010;-22,6
S29;E010;-22,1
S28;E010;-21,6
S27;E010;-21,1
S26;E010;-20,5
S25;E010;-19,9
S24;E010;-19,2
S23;E010;-18,6
S22;E010;-17,9
S21;E010;-17,2
S20;E010;-16,5
S19;E010;-15,8
S18;E010;-15,1
S17;E010;-14,5
S16;E010;-13,8
S15;E010;-13,1
S14;E010;-12,5
S13;E010;-11,9
S12;E010;-11,3
S11;E010;-10,7
S10;E010;-10,1
S09;E010;-9,6
S08;E010;-9
S07;E010;-8,5
S06;E010;-8,1
S05;E010;-7,6
S04;E010;-7,2
S03;E010;-6,7
S02;E010;-6,3
S01;E010;-6
N00;E010;-5,6
N01;E010;-5,3
N02;E010;-4,9
N03;E010;-4,6
N04;E010;-4,3
N05;E010;-4,1
N06;E010;-3,8
N07;E010;-3,6
N08;E010;-3,3
N09;E010;-3,1
N10;E010;-2,9
N11;E010;-2,7
N12;E010;-2,5
N13;E010;-2,4
N14;E010;-2,2
N15;E010;-2
N16;E010;-1,9
N17;E010;-1,8
N18;E010;-1,6
N19;E010;-1,5
N20;E010;-1,4
N21;E010;-1,3
N22;E010;-1,2
N23;E010;-1,1
N24;E010;-1
N25;E010;-1
N26;E010;-0,9
N27;E010;-0,8
N28;E010;-0,7
N29;E010;-0,7
N30;E010;-0,6
N31;E010;-0,6
N32;E010;-0,5
N33;E010;-0,5
N34;E010;-0,5
N35;E010;-0,4
N36;E010;-0,4
N37;E010;-0,4
N38;E010;-0,4
N39;E010;-0,4
N40;E010;-0,4
N41;E010;-0,4
N42;E010;-0,4
N43;E010;-0,4
N44;E010;-0,4
N45;E010;-0,4
N46;E010;-0,5
N47;E010;-0,5
N48;E010;-0,6
N49;E010;-0,6
N50;E010;-0,7
N51;E010;-0,7
N52;E010;-0,8
N53;E010;-0,9
N54;E010;-1
N55;E010;-1,1
N56;E010;-1,2
N57;E010;-1,3
N58;E010;-1,4
N59;E010;-1,5
N60;E010;-1,6
N61;E010;-1,7
N62;E010;-1,7
N63;E010;-1,8
N64;E010;-1,9
N65;E010;-2
N66;E010;-2,1
N67;E010;-2,2
N68;E010;-2,3
N69;E010;-2,4
N70;E010;-2,5
N71;E010;-2,6
N72;E010;-2,7
N73;E010;-2,8
N74;E010;-2,9
N75;E010;-3
N76;E010;-3,1
N77;E010;-3,3
N78;E010;-3,5
N79;E010;-3,8
N80;E010;-4,1
N81;E010;-4,5
N82;E010;-5
N83;E010;-5,6
N84;E010;-6,4
N85;E010;-7,4
N86;E010;-8,8
N87;E010;-10,6
N88;E010;-13,2
N89;E010;-16,9
N90;E010;-22,5
S90;E011;-38,5
S89;E011;-37,2
S88;E011;-36
S87;E011;-34,9
S86;E011;-33,9
S85;E011;-33
S84;E011;-32,2
S83;E011;-31,5
S82;E011;-30,8
S81;E011;-30,2
S80;E011;-29,6
S79;E011;-29,1
S78;E011;-28,6
S77;E011;-28,2
S76;E011;-27,8
S75;E011;-27,5
S74;E011;-27,1
S73;E011;-26,9
S72;E011;-26,6
S71;E011;-26,4
S70;E011;-26,2
S69;E011;-26
S68;E011;-25,8
S67;E011;-25,7
S66;E011;-25,6
S65;E011;-25,5
S64;E011;-25,4
S63;E011;-25,3
S62;E011;-25,2
S61;E011;-25,2
S60;E011;-25,1
S59;E011;-25,1
S58;E011;-25,1
S57;E011;-25,1
S56;E011;-25,1
S55;E011;-25,1
S54;E011;-25,1
S53;E011;-25,1
S52;E011;-25,1
S51;E011;-25,1
S50;E011;-25,1
S49;E011;-25,1
S48;E011;-25,1
S47;E011;-25,2
S46;E011;-25,2
S45;E011;-25,2
S44;E011;-25,2
S43;E011;-25,1
S42;E011;-25,1
S41;E011;-25,1
S40;E011;-25
S39;E011;-24,9
S38;E011;-24,8
S37;E011;-24,6
S36;E011;-24,4
S35;E011;-24,1
S34;E011;-23,9
S33;E011;-23,5
S32;E011;-23,2
S31;E011;-22,8
S30;E011;-22,3
S29;E011;-21,8
S28;E011;-21,3
S27;E011;-20,7
S26;E011;-20,1
S25;E011;-19,4
S24;E011;-18,8
S23;E011;-18,1
S22;E011;-17,4
S21;E011;-16,7
S20;E011;-16
S19;E011;-15,4
S18;E011;-14,7
S17;E011;-14
S16;E011;-13,3
S15;E011;-12,7
S14;E011;-12
S13;E011;-11,4
S12;E011;-10,8
S11;E011;-10,3
S10;E011;-9,7
S09;E011;-9,2
S08;E011;-8,7
S07;E011;-8,2
S06;E011;-7,7
S05;E011;-7,2
S04;E011;-6,8
S03;E011;-6,4
S02;E011;-6
S01;E011;-5,7
N00;E011;-5,3
N01;E011;-5
N02;E011;-4,7
N03;E011;-4,4
N04;E011;-4,1
N05;E011;-3,8
N06;E011;-3,6
N07;E011;-3,3
N08;E011;-3,1
N09;E011;-2,9
N10;E011;-2,7
N11;E011;-2,5
N12;E011;-2,3
N13;E011;-2,2
N14;E011;-2
N15;E011;-1,9
N16;E011;-1,7
N17;E011;-1,6
N18;E011;-1,5
N19;E011;-1,3
N20;E011;-1,2
N21;E011;-1,1
N22;E011;-1
N23;E011;-0,9
N24;E011;-0,8
N25;E011;-0,8
N26;E011;-0,7
N27;E011;-0,6
N28;E011;-0,5
N29;E011;-0,5
N30;E011;-0,4
N31;E011;-0,4
N32;E011;-0,3
N33;E011;-0,3
N34;E011;-0,2
N35;E011;-0,2
N36;E011;-0,2
N37;E011;-0,1
N38;E011;-0,1
N39;E011;-0,1
N40;E011;-0,1
N41;E011;-0,1
N42;E011;-0,1
N43;E011;-0,1
N44;E011;-0,1
N45;E011;-0,1
N46;E011;-0,2
N47;E011;-0,2
N48;E011;-0,2
N49;E011;-0,3
N50;E011;-0,3
N51;E011;-0,4
N52;E011;-0,4
N53;E011;-0,5
N54;E011;-0,6
N55;E011;-0,7
N56;E011;-0,7
N57;E011;-0,8
N58;E011;-0,9
N59;E011;-1
N60;E011;-1,1
N61;E011;-1,1
N62;E011;-1,2
N63;E011;-1,3
N64;E011;-1,4
N65;E011;-1,4
N66;E011;-1,5
N67;E011;-1,6
N68;E011;-1,7
N69;E011;-1,7
N70;E011;-1,8
N71;E011;-1,9
N72;E011;-1,9
N73;E011;-2
N74;E011;-2,1
N75;E011;-2,2
N76;E011;-2,4
N77;E011;-2,5
N78;E011;-2,7
N79;E011;-2,9
N80;E011;-3,2
N81;E011;-3,6
N82;E011;-4,1
N83;E011;-4,7
N84;E011;-5,5
N85;E011;-6,5
N86;E011;-7,9
N87;E011;-9,7
N88;E011;-12,2
N89;E011;-15,9
N90;E011;-21,5
S90;E012;-39,5
S89;E012;-38,2
S88;E012;-36,9
S87;E012;-35,8
S86;E012;-34,8
S85;E012;-33,9
S84;E012;-33,1
S83;E012;-32,3
S82;E012;-31,6
S81;E012;-31
S80;E012;-30,4
S79;E012;-29,9
S78;E012;-29,4
S77;E012;-29
S76;E012;-28,6
S75;E012;-28,2
S74;E012;-27,9
S73;E012;-27,6
S72;E012;-27,3
S71;E012;-27,1
S70;E012;-26,9
S69;E012;-26,7
S68;E012;-26,5
S67;E012;-26,3
S66;E012;-26,2
S65;E012;-26,1
S64;E012;-26
S63;E012;-25,9
S62;E012;-25,8
S61;E012;-25,8
S60;E012;-25,7
S59;E012;-25,7
S58;E012;-25,6
S57;E012;-25,6
S56;E012;-25,6
S55;E012;-25,5
S54;E012;-25,5
S53;E012;-25,5
S52;E012;-25,5
S51;E012;-25,5
S50;E012;-25,5
S49;E012;-25,5
S48;E012;-25,5
S47;E012;-25,4
S46;E012;-25,4
S45;E012;-25,4
S44;E012;-25,4
S43;E012;-25,3
S42;E012;-25,2
S41;E012;-25,2
S40;E012;-25
S39;E012;-24,9
S38;E012;-24,7
S37;E012;-24,5
S36;E012;-24,3
S35;E012;-24
S34;E012;-23,7
S33;E012;-23,3
S32;E012;-22,9
S31;E012;-22,5
S30;E012;-22
S29;E012;-21,5
S28;E012;-20,9
S27;E012;-20,3
S26;E012;-19,7
S25;E012;-19
S24;E012;-18,3
S23;E012;-17,7
S22;E012;-17
S21;E012;-16,3
S20;E012;-15,6
S19;E012;-14,9
S18;E012;-14,2
S17;E012;-13,5
S16;E012;-12,9
S15;E012;-12,2
S14;E012;-11,6
S13;E012;-11
S12;E012;-10,4
S11;E012;-9,8
S10;E012;-9,3
S09;E012;-8,8
S08;E012;-8,3
S07;E012;-7,8
S06;E012;-7,3
S05;E012;-6,9
S04;E012;-6,5
S03;E012;-6,1
S02;E012;-5,7
S01;E012;-5,4
N00;E012;-5
N01;E012;-4,7
N02;E012;-4,4
N03;E012;-4,1
N04;E012;-3,8
N05;E012;-3,6
N06;E012;-3,3
N07;E012;-3,1
N08;E012;-2,9
N09;E012;-2,7
N10;E012;-2,5
N11;E012;-2,3
N12;E012;-2,1
N13;E012;-2
N14;E012;-1,8
N15;E012;-1,7
N16;E012;-1,5
N17;E012;-1,4
N18;E012;-1,3
N19;E012;-1,2
N20;E012;-1
N21;E012;-0,9
N22;E012;-0,8
N23;E012;-0,8
N24;E012;-0,7
N25;E012;-0,6
N26;E012;-0,5
N27;E012;-0,4
N28;E012;-0,4
N29;E012;-0,3
N30;E012;-0,2
N31;E012;-0,2
N32;E012;-0,1
N33;E012;-0,1
N34;E012;0
N35;E012;0
N36;E012;0
N37;E012;0,1
N38;E012;0,1
N39;E012;0,1
N40;E012;0,1
N41;E012;0,2
N42;E012;0,2
N43;E012;0,2
N44;E012;0,2
N45;E012;0,1
N46;E012;0,1
N47;E012;0,1
N48;E012;0,1
N49;E012;0
N50;E012;0
N51;E012;0
N52;E012;-0,1
N53;E012;-0,1
N54;E012;-0,2
N55;E012;-0,3
N56;E012;-0,3
N57;E012;-0,4
N58;E012;-0,4
N59;E012;-0,5
N60;E012;-0,6
N61;E012;-0,6
N62;E012;-0,7
N63;E012;-0,8
N64;E012;-0,8
N65;E012;-0,9
N66;E012;-0,9
N67;E012;-1
N68;E012;-1
N69;E012;-1,1
N70;E012;-1,1
N71;E012;-1,2
N72;E012;-1,2
N73;E012;-1,3
N74;E012;-1,4
N75;E012;-1,5
N76;E012;-1,6
N77;E012;-1,7
N78;E012;-1,9
N79;E012;-2,1
N80;E012;-2,4
N81;E012;-2,8
N82;E012;-3,2
N83;E012;-3,8
N84;E012;-4,6
N85;E012;-5,6
N86;E012;-7
N87;E012;-8,8
N88;E012;-11,3
N89;E012;-15
N90;E012;-20,5
S90;E013;-40,5
S89;E013;-39,1
S88;E013;-37,9
S87;E013;-36,8
S86;E013;-35,8
S85;E013;-34,8
S84;E013;-34
S83;E013;-33,2
S82;E013;-32,5
S81;E013;-31,8
S80;E013;-31,2
S79;E013;-30,7
S78;E013;-30,2
S77;E013;-29,7
S76;E013;-29,3
S75;E013;-28,9
S74;E013;-28,6
S73;E013;-28,3
S72;E013;-28
S71;E013;-27,8
S70;E013;-27,5
S69;E013;-27,3
S68;E013;-27,2
S67;E013;-27
S66;E013;-26,9
S65;E013;-26,7
S64;E013;-26,6
S63;E013;-26,5
S62;E013;-26,4
S61;E013;-26,3
S60;E013;-26,3
S59;E013;-26,2
S58;E013;-26,1
S57;E013;-26,1
S56;E013;-26,1
S55;E013;-26
S54;E013;-26
S53;E013;-25,9
S52;E013;-25,9
S51;E013;-25,9
S50;E013;-25,9
S49;E013;-25,8
S48;E013;-25,8
S47;E013;-25,7
S46;E013;-25,7
S45;E013;-25,6
S44;E013;-25,6
S43;E013;-25,5
S42;E013;-25,4
S41;E013;-25,3
S40;E013;-25,1
S39;E013;-24,9
S38;E013;-24,7
S37;E013;-24,5
S36;E013;-24,2
S35;E013;-23,9
S34;E013;-23,6
S33;E013;-23,2
S32;E013;-22,7
S31;E013;-22,2
S30;E013;-21,7
S29;E013;-21,1
S28;E013;-20,6
S27;E013;-19,9
S26;E013;-19,3
S25;E013;-18,6
S24;E013;-17,9
S23;E013;-17,2
S22;E013;-16,5
S21;E013;-15,8
S20;E013;-15,1
S19;E013;-14,4
S18;E013;-13,7
S17;E013;-13
S16;E013;-12,4
S15;E013;-11,7
S14;E013;-11,1
S13;E013;-10,5
S12;E013;-10
S11;E013;-9,4
S10;E013;-8,9
S09;E013;-8,4
S08;E013;-7,9
S07;E013;-7,4
S06;E013;-7
S05;E013;-6,6
S04;E013;-6,2
S03;E013;-5,8
S02;E013;-5,4
S01;E013;-5,1
N00;E013;-4,7
N01;E013;-4,4
N02;E013;-4,1
N03;E013;-3,9
N04;E013;-3,6
N05;E013;-3,3
N06;E013;-3,1
N07;E013;-2,9
N08;E013;-2,7
N09;E013;-2,5
N10;E013;-2,3
N11;E013;-2,1
N12;E013;-1,9
N13;E013;-1,8
N14;E013;-1,6
N15;E013;-1,5
N16;E013;-1,3
N17;E013;-1,2
N18;E013;-1,1
N19;E013;-1
N20;E013;-0,9
N21;E013;-0,8
N22;E013;-0,7
N23;E013;-0,6
N24;E013;-0,5
N25;E013;-0,4
N26;E013;-0,3
N27;E013;-0,2
N28;E013;-0,2
N29;E013;-0,1
N30;E013;0
N31;E013;0
N32;E013;0,1
N33;E013;0,1
N34;E013;0,2
N35;E013;0,2
N36;E013;0,3
N37;E013;0,3
N38;E013;0,3
N39;E013;0,4
N40;E013;0,4
N41;E013;0,4
N42;E013;0,4
N43;E013;0,4
N44;E013;0,4
N45;E013;0,4
N46;E013;0,4
N47;E013;0,4
N48;E013;0,4
N49;E013;0,4
N50;E013;0,3
N51;E013;0,3
N52;E013;0,3
N53;E013;0,2
N54;E013;0,2
N55;E013;0,2
N56;E013;0,1
N57;E013;0,1
N58;E013;0
N59;E013;0
N60;E013;-0,1
N61;E013;-0,1
N62;E013;-0,2
N63;E013;-0,2
N64;E013;-0,3
N65;E013;-0,3
N66;E013;-0,3
N67;E013;-0,4
N68;E013;-0,4
N69;E013;-0,4
N70;E013;-0,4
N71;E013;-0,5
N72;E013;-0,5
N73;E013;-0,6
N74;E013;-0,6
N75;E013;-0,7
N76;E013;-0,8
N77;E013;-0,9
N78;E013;-1,1
N79;E013;-1,3
N80;E013;-1,6
N81;E013;-1,9
N82;E013;-2,4
N83;E013;-3
N84;E013;-3,7
N85;E013;-4,7
N86;E013;-6,1
N87;E013;-7,9
N88;E013;-10,4
N89;E013;-14
N90;E013;-19,5
S90;E014;-41,5
S89;E014;-40,1
S88;E014;-38,9
S87;E014;-37,7
S86;E014;-36,7
S85;E014;-35,7
S84;E014;-34,8
S83;E014;-34
S82;E014;-33,3
S81;E014;-32,6
S80;E014;-32
S79;E014;-31,5
S78;E014;-31
S77;E014;-30,5
S76;E014;-30,1
S75;E014;-29,7
S74;E014;-29,3
S73;E014;-29
S72;E014;-28,7
S71;E014;-28,5
S70;E014;-28,2
S69;E014;-28
S68;E014;-27,8
S67;E014;-27,7
S66;E014;-27,5
S65;E014;-27,4
S64;E014;-27,2
S63;E014;-27,1
S62;E014;-27
S61;E014;-26,9
S60;E014;-26,8
S59;E014;-26,8
S58;E014;-26,7
S57;E014;-26,6
S56;E014;-26,6
S55;E014;-26,5
S54;E014;-26,5
S53;E014;-26,4
S52;E014;-26,3
S51;E014;-26,3
S50;E014;-26,2
S49;E014;-26,2
S48;E014;-26,1
S47;E014;-26,1
S46;E014;-26
S45;E014;-25,9
S44;E014;-25,8
S43;E014;-25,7
S42;E014;-25,5
S41;E014;-25,4
S40;E014;-25,2
S39;E014;-25
S38;E014;-24,8
S37;E014;-24,5
